DetectionBoxes_Precision/mAP,0.04001630935777004
DetectionBoxes_Precision/mAP@.50IOU,0.0766406441505689
DetectionBoxes_Precision/mAP@.75IOU,0.03045375201097011
DetectionBoxes_Precision/mAP (small),0.04001630935777004
DetectionBoxes_Precision/mAP (medium),-1.0
DetectionBoxes_Precision/mAP (large),-1.0
DetectionBoxes_Recall/AR@1,0.05515727356532505
DetectionBoxes_Recall/AR@10,0.0939497841572706
DetectionBoxes_Recall/AR@100,0.11233695522924358
DetectionBoxes_Recall/AR@100 (small),0.11233695522924358
DetectionBoxes_Recall/AR@100 (medium),-1.0
DetectionBoxes_Recall/AR@100 (large),-1.0
